日期,市場,產品,上價,中價,下價,平均價(元/公斤),交易量(公斤)
106/01/18,400 台中市,LL1 茼蒿  ,17.0,11.1,4.0,10.8,1136.0
106/01/19,400 台中市,LL1 茼蒿  ,17.2,11.7,7.8,11.4,1130.0
106/01/20,400 台中市,LL1 茼蒿  ,19.1,12.7,6.2,12.6,1520.0
106/01/21,400 台中市,LL1 茼蒿  ,14.1,8.3,3.3,8.5,2299.0
106/01/22,400 台中市,LL1 茼蒿  ,15.8,8.6,3.4,8.2,1618.0
106/01/24,400 台中市,LL1 茼蒿  ,20.4,12.2,5.1,11.1,1774.0
106/01/25,400 台中市,LL1 茼蒿  ,23.8,13.8,5.6,14.6,1535.0
106/01/26,400 台中市,LL1 茼蒿  ,24.8,15.8,9.5,16.2,870.0
106/01/27,400 台中市,LL1 茼蒿  ,17.5,8.7,6.0,8.6,304.0
106/02/02,400 台中市,LL1 茼蒿  ,23.0,17.4,10.4,16.9,612.0
106/02/03,400 台中市,LL1 茼蒿  ,20.0,14.9,9.2,15.1,655.0
106/02/04,400 台中市,LL1 茼蒿  ,21.7,16.1,8.7,15.0,1347.0
106/02/07,400 台中市,LL1 茼蒿  ,17.6,13.6,7.9,13.3,1430.0
106/02/08,400 台中市,LL1 茼蒿  ,16.0,8.8,4.2,9.2,1080.0
106/02/09,400 台中市,LL1 茼蒿  ,26.0,19.7,12.0,19.6,750.0
106/02/10,400 台中市,LL1 茼蒿  ,25.0,18.1,8.1,17.7,1948.0
106/02/11,400 台中市,LL1 茼蒿  ,31.6,27.0,19.3,26.5,1022.0
106/02/14,400 台中市,LL1 茼蒿  ,31.0,25.3,18.2,24.4,623.0
106/02/15,400 台中市,LL1 茼蒿  ,31.0,26.2,20.5,24.0,225.0
106/02/16,400 台中市,LL1 茼蒿  ,33.3,29.4,20.7,26.2,425.0
106/02/17,400 台中市,LL1 茼蒿  ,34.4,27.9,14.6,25.3,718.0
106/02/18,400 台中市,LL1 茼蒿  ,30.5,22.6,14.3,21.4,905.0
106/02/19,400 台中市,LL1 茼蒿  ,25.8,17.6,11.8,17.0,1279.0
106/02/21,400 台中市,LL1 茼蒿  ,24.6,16.9,10.0,15.9,725.0
106/02/22,400 台中市,LL1 茼蒿  ,23.7,18.0,8.0,16.6,409.0
106/02/23,400 台中市,LL1 茼蒿  ,23.0,23.0,21.0,22.5,40.0
106/02/24,400 台中市,LL1 茼蒿  ,27.2,19.8,15.5,19.6,779.0
106/02/25,400 台中市,LL1 茼蒿  ,28.1,20.5,10.0,19.3,1113.0
106/02/26,400 台中市,LL1 茼蒿  ,28.3,25.1,13.3,22.3,511.0
106/02/28,400 台中市,LL1 茼蒿  ,33.0,25.5,23.5,28.4,270.0
106/03/01,400 台中市,LL1 茼蒿  ,27.0,27.0,27.0,27.0,60.0
106/03/02,400 台中市,LL1 茼蒿  ,53.0,36.5,20.0,25.1,71.0
106/03/03,400 台中市,LL1 茼蒿  ,57.0,40.5,23.5,41.4,180.0
106/03/04,400 台中市,LL1 茼蒿  ,48.0,35.5,19.4,30.0,583.0
106/03/05,400 台中市,LL1 茼蒿  ,36.2,23.8,14.5,22.5,688.0
106/03/07,400 台中市,LL1 茼蒿  ,32.5,26.6,18.0,25.4,367.0
106/03/08,400 台中市,LL1 茼蒿  ,34.0,27.5,24.5,29.1,338.0
106/03/09,400 台中市,LL1 茼蒿  ,31.0,24.0,15.0,27.7,77.0
106/03/10,400 台中市,LL1 茼蒿  ,24.5,21.8,16.5,20.0,350.0
106/03/11,400 台中市,LL1 茼蒿  ,27.0,25.5,18.0,23.8,170.0
106/03/12,400 台中市,LL1 茼蒿  ,29.0,23.0,19.0,22.1,220.0
106/03/14,400 台中市,LL1 茼蒿  ,28.5,24.3,17.5,23.2,260.0
106/03/15,400 台中市,LL1 茼蒿  ,31.0,26.5,16.0,24.8,140.0
106/03/16,400 台中市,LL1 茼蒿  ,35.0,31.3,23.0,31.6,100.0
106/03/17,400 台中市,LL1 茼蒿  ,38.0,38.0,38.0,38.0,20.0
106/03/18,400 台中市,LL1 茼蒿  ,41.0,25.0,15.0,29.4,50.0
106/03/19,400 台中市,LL1 茼蒿  ,37.5,29.0,20.5,26.6,126.0
106/03/21,400 台中市,LL1 茼蒿  ,41.0,39.0,37.0,39.1,19.0
106/03/22,400 台中市,LL1 茼蒿  ,23.0,23.0,23.0,23.0,10.0
106/03/23,400 台中市,LL1 茼蒿  ,21.0,15.0,10.0,15.8,36.0
106/03/26,400 台中市,LL1 茼蒿  ,40.0,30.0,30.0,34.6,130.0
106/03/28,400 台中市,LL1 茼蒿  ,31.0,30.0,21.5,26.7,450.0
106/04/01,400 台中市,LL1 茼蒿  ,34.0,29.3,28.0,31.0,200.0
106/04/02,400 台中市,LL1 茼蒿  ,45.0,35.0,25.0,38.3,90.0
106/04/03,400 台中市,LL1 茼蒿  ,38.0,30.0,28.0,32.0,170.0
106/04/06,400 台中市,LL1 茼蒿  ,27.0,25.0,23.0,25.0,70.0
106/04/07,400 台中市,LL1 茼蒿  ,27.0,19.0,19.0,23.0,80.0
106/04/08,400 台中市,LL1 茼蒿  ,25.0,22.0,22.0,23.0,120.0
106/04/09,400 台中市,LL1 茼蒿  ,20.0,13.7,10.0,14.6,150.0
106/04/11,400 台中市,LL1 茼蒿  ,28.0,21.5,15.0,19.3,30.0
106/04/12,400 台中市,LL1 茼蒿  ,23.5,18.3,12.5,21.3,280.0
106/04/13,400 台中市,LL1 茼蒿  ,15.0,10.0,10.0,11.3,240.0
106/04/16,400 台中市,LL1 茼蒿  ,12.0,12.0,12.0,12.0,40.0
106/04/25,400 台中市,LL1 茼蒿  ,23.0,23.0,23.0,23.0,20.0
106/04/26,400 台中市,LL1 茼蒿  ,23.0,23.0,23.0,23.0,30.0
106/04/27,400 台中市,LL1 茼蒿  ,20.0,20.0,20.0,20.0,30.0
106/05/05,400 台中市,LL1 茼蒿  ,27.0,27.0,27.0,27.0,10.0
106/05/07,400 台中市,LL1 茼蒿  ,6.0,6.0,6.0,6.0,30.0
106/05/09,400 台中市,LL1 茼蒿  ,19.0,19.0,19.0,19.0,20.0
106/11/04,400 台中市,LL1 茼蒿  ,107.0,80.0,80.0,84.9,110.0
106/11/05,400 台中市,LL1 茼蒿  ,80.0,80.0,78.0,79.7,105.0
106/11/07,400 台中市,LL1 茼蒿  ,87.0,68.2,48.0,73.7,160.0
106/11/08,400 台中市,LL1 茼蒿  ,87.0,87.0,87.0,87.0,60.0
106/11/09,400 台中市,LL1 茼蒿  ,74.5,50.0,45.0,52.5,190.0
106/11/10,400 台中市,LL1 茼蒿  ,70.0,55.0,30.0,54.5,190.0
106/11/11,400 台中市,LL1 茼蒿  ,70.0,68.0,68.0,68.6,100.0
106/11/12,400 台中市,LL1 茼蒿  ,82.7,46.6,36.7,54.9,262.0
106/11/14,400 台中市,LL1 茼蒿  ,78.0,53.3,15.0,47.9,152.0
106/11/15,400 台中市,LL1 茼蒿  ,60.0,35.0,10.0,35.0,100.0
106/11/16,400 台中市,LL1 茼蒿  ,72.0,45.8,16.5,34.9,270.0
106/11/17,400 台中市,LL1 茼蒿  ,52.3,30.4,11.7,25.2,439.0
106/11/18,400 台中市,LL1 茼蒿  ,48.5,33.2,15.0,36.5,236.0
106/11/19,400 台中市,LL1 茼蒿  ,72.8,50.2,39.2,52.0,378.6
106/11/21,400 台中市,LL1 茼蒿  ,54.2,45.6,37.4,44.2,565.0
106/11/22,400 台中市,LL1 茼蒿  ,66.0,48.9,32.2,47.1,420.0
106/11/23,400 台中市,LL1 茼蒿  ,58.4,47.6,31.0,45.9,595.0
106/11/24,400 台中市,LL1 茼蒿  ,56.4,43.6,33.6,41.4,399.0
106/11/25,400 台中市,LL1 茼蒿  ,60.0,51.3,44.0,52.3,250.0
106/11/26,400 台中市,LL1 茼蒿  ,66.8,58.1,51.2,55.9,399.0
106/11/28,400 台中市,LL1 茼蒿  ,61.8,48.4,32.2,43.4,750.0
106/11/29,400 台中市,LL1 茼蒿  ,39.9,28.0,19.8,26.8,1129.0
106/11/30,400 台中市,LL1 茼蒿  ,34.4,24.0,16.4,23.2,1005.0
106/12/01,400 台中市,LL1 茼蒿  ,39.0,28.9,20.6,28.2,1080.0
106/12/02,400 台中市,LL1 茼蒿  ,27.6,23.3,15.3,22.3,1820.0
106/12/03,400 台中市,LL1 茼蒿  ,33.2,27.3,24.0,28.2,1363.0
106/12/05,400 台中市,LL1 茼蒿  ,34.6,24.5,17.9,23.7,2070.0
106/12/06,400 台中市,LL1 茼蒿  ,34.9,25.7,14.8,24.4,1858.0
106/12/07,400 台中市,LL1 茼蒿  ,33.4,20.1,13.8,21.8,1860.0
106/12/08,400 台中市,LL1 茼蒿  ,38.3,32.6,25.5,32.2,1030.0
106/12/09,400 台中市,LL1 茼蒿  ,37.6,28.3,23.2,29.9,2624.0
106/12/10,400 台中市,LL1 茼蒿  ,41.2,31.4,24.0,33.6,1969.0
106/12/12,400 台中市,LL1 茼蒿  ,39.7,25.8,18.0,26.9,2189.0
106/12/13,400 台中市,LL1 茼蒿  ,39.1,29.3,19.1,29.4,1283.0
106/12/14,400 台中市,LL1 茼蒿  ,41.1,29.8,22.6,28.9,1224.0
106/12/15,400 台中市,LL1 茼蒿  ,42.1,32.8,19.4,32.6,1212.0
106/12/16,400 台中市,LL1 茼蒿  ,43.9,37.1,32.4,38.2,1558.0
106/12/17,400 台中市,LL1 茼蒿  ,54.1,40.5,29.4,41.4,3050.0
106/12/19,400 台中市,LL1 茼蒿  ,58.5,45.1,34.6,45.8,3744.0
106/12/20,400 台中市,LL1 茼蒿  ,57.3,45.6,34.1,45.7,4566.0
106/12/21,400 台中市,LL1 茼蒿  ,62.8,49.6,41.9,50.2,5150.0
106/12/22,400 台中市,LL1 茼蒿  ,56.1,48.3,31.1,45.8,2628.0
106/12/23,400 台中市,LL1 茼蒿  ,52.7,43.5,36.0,44.3,990.0
106/12/24,400 台中市,LL1 茼蒿  ,51.2,43.6,30.2,41.7,977.0
106/12/26,400 台中市,LL1 茼蒿  ,47.5,39.4,30.4,38.5,1068.0
106/12/27,400 台中市,LL1 茼蒿  ,49.2,40.5,31.2,39.3,787.0
106/12/28,400 台中市,LL1 茼蒿  ,32.8,25.9,18.7,25.9,1471.0
106/12/29,400 台中市,LL1 茼蒿  ,25.9,19.6,13.4,19.7,2071.0
106/12/30,400 台中市,LL1 茼蒿  ,27.2,20.9,15.0,20.9,2537.0
106/12/31,400 台中市,LL1 茼蒿  ,30.7,22.6,13.1,22.5,2116.0
107/01/02,400 台中市,LL1 茼蒿  ,31.6,20.2,11.8,20.7,1500.0
107/01/03,400 台中市,LL1 茼蒿  ,26.6,21.3,19.2,22.4,1050.0
107/01/04,400 台中市,LL1 茼蒿  ,22.3,14.7,9.6,13.9,1874.0
107/01/05,400 台中市,LL1 茼蒿  ,24.0,17.2,11.8,17.9,1134.0
107/01/06,400 台中市,LL1 茼蒿  ,42.7,34.2,26.3,37.1,297.0
107/01/07,400 台中市,LL1 茼蒿  ,41.3,31.7,20.7,31.6,953.0
107/01/09,400 台中市,LL1 茼蒿  ,41.1,20.1,12.0,23.3,1624.0
107/01/10,400 台中市,LL1 茼蒿  ,38.2,33.2,22.4,31.9,527.0
107/01/11,400 台中市,LL1 茼蒿  ,38.9,19.0,11.3,21.4,2979.0
107/01/12,400 台中市,LL1 茼蒿  ,32.9,17.5,10.3,19.3,2614.0
107/01/13,400 台中市,LL1 茼蒿  ,30.2,16.8,11.9,18.2,1834.0
107/01/14,400 台中市,LL1 茼蒿  ,35.3,22.5,13.6,23.4,1054.0
107/01/16,400 台中市,LL1 茼蒿  ,45.2,27.5,17.2,27.8,619.0
107/01/17,400 台中市,LL1 茼蒿  ,42.7,26.0,20.0,29.0,460.0
107/01/18,400 台中市,LL1 茼蒿  ,45.0,25.4,13.0,25.4,478.0
107/01/19,400 台中市,LL1 茼蒿  ,54.5,31.4,16.2,31.8,468.0
107/01/20,400 台中市,LL1 茼蒿  ,50.0,32.3,22.0,34.9,616.0
107/01/21,400 台中市,LL1 茼蒿  ,46.7,23.4,10.3,24.3,1002.0
107/01/23,400 台中市,LL1 茼蒿  ,32.2,14.5,6.0,15.8,1745.0
107/01/24,400 台中市,LL1 茼蒿  ,26.6,10.7,3.9,10.8,1540.0
107/01/25,400 台中市,LL1 茼蒿  ,19.7,10.7,5.8,12.0,1132.0
107/01/26,400 台中市,LL1 茼蒿  ,20.0,12.2,7.8,13.8,580.0
107/01/27,400 台中市,LL1 茼蒿  ,36.5,24.1,13.8,25.1,588.0
107/01/28,400 台中市,LL1 茼蒿  ,36.8,26.4,13.8,25.1,928.0
107/01/30,400 台中市,LL1 茼蒿  ,34.6,26.7,19.0,26.8,1137.0
107/01/31,400 台中市,LL1 茼蒿  ,33.9,20.0,12.9,20.9,1135.0
107/02/01,400 台中市,LL1 茼蒿  ,39.9,20.1,11.6,22.5,1282.0
107/02/02,400 台中市,LL1 茼蒿  ,33.3,17.4,8.9,18.0,1340.0
107/02/03,400 台中市,LL1 茼蒿  ,30.3,20.3,13.1,20.2,1727.0
107/02/04,400 台中市,LL1 茼蒿  ,30.8,21.5,14.1,22.9,1607.0
107/02/06,400 台中市,LL1 茼蒿  ,35.2,30.4,24.4,30.7,980.0
107/02/07,400 台中市,LL1 茼蒿  ,45.5,38.8,35.0,40.0,229.0
107/02/08,400 台中市,LL1 茼蒿  ,51.0,38.8,28.7,39.7,595.0
107/02/09,400 台中市,LL1 茼蒿  ,47.0,38.6,25.0,37.6,413.0
107/02/10,400 台中市,LL1 茼蒿  ,45.7,29.6,20.0,32.1,1195.0
107/02/11,400 台中市,LL1 茼蒿  ,37.9,24.1,13.4,24.5,1766.0
107/02/12,400 台中市,LL1 茼蒿  ,38.7,21.6,14.0,25.0,1176.0
107/02/13,400 台中市,LL1 茼蒿  ,32.1,17.0,8.0,18.9,1727.0
107/02/14,400 台中市,LL1 茼蒿  ,34.9,20.0,7.4,20.0,1608.0
107/02/15,400 台中市,LL1 茼蒿  ,25.2,13.0,8.4,15.7,1082.0
107/02/21,400 台中市,LL1 茼蒿  ,22.1,13.3,6.9,13.9,1445.0
107/02/22,400 台中市,LL1 茼蒿  ,19.7,9.5,5.0,10.9,1627.0
107/02/23,400 台中市,LL1 茼蒿  ,38.5,23.8,15.5,27.6,558.0
107/02/27,400 台中市,LL1 茼蒿  ,13.9,7.5,4.0,7.6,2319.0
107/02/28,400 台中市,LL1 茼蒿  ,24.2,12.1,5.0,11.4,648.0
107/03/01,400 台中市,LL1 茼蒿  ,24.2,7.3,5.0,8.4,990.0
107/03/02,400 台中市,LL1 茼蒿  ,19.6,9.3,4.0,11.1,1298.0
107/03/03,400 台中市,LL1 茼蒿  ,19.7,14.6,9.0,14.0,1030.0
107/03/04,400 台中市,LL1 茼蒿  ,12.8,5.9,3.0,6.7,1503.0
107/03/08,400 台中市,LL1 茼蒿  ,27.0,15.8,9.3,15.9,600.0
107/03/09,400 台中市,LL1 茼蒿  ,21.7,16.0,10.0,15.8,392.0
107/03/10,400 台中市,LL1 茼蒿  ,18.5,13.1,10.0,13.9,591.0
107/03/11,400 台中市,LL1 茼蒿  ,17.2,11.0,7.2,12.1,650.0
107/03/13,400 台中市,LL1 茼蒿  ,19.0,11.0,8.0,12.6,410.0
107/03/14,400 台中市,LL1 茼蒿  ,24.0,20.0,17.0,20.2,110.0
107/03/15,400 台中市,LL1 茼蒿  ,21.0,15.5,5.5,15.6,310.0
107/03/16,400 台中市,LL1 茼蒿  ,16.7,13.5,8.3,11.6,410.0
107/03/17,400 台中市,LL1 茼蒿  ,28.0,13.5,8.0,17.0,131.0
107/03/18,400 台中市,LL1 茼蒿  ,21.0,10.6,6.3,11.3,462.0
107/03/20,400 台中市,LL1 茼蒿  ,19.0,10.8,5.2,10.1,910.0
107/03/21,400 台中市,LL1 茼蒿  ,22.0,6.0,5.0,8.9,48.0
107/03/22,400 台中市,LL1 茼蒿  ,13.2,6.2,5.0,8.6,800.0
107/03/23,400 台中市,LL1 茼蒿  ,10.0,9.6,6.3,8.8,475.0
107/03/24,400 台中市,LL1 茼蒿  ,14.3,10.0,6.3,9.8,400.0
107/03/25,400 台中市,LL1 茼蒿  ,15.0,10.0,7.5,10.9,110.0
107/03/27,400 台中市,LL1 茼蒿  ,15.0,11.5,10.0,12.1,170.0
107/03/28,400 台中市,LL1 茼蒿  ,13.0,10.0,10.0,10.6,150.0
107/03/29,400 台中市,LL1 茼蒿  ,20.0,15.5,10.0,14.4,170.0
107/03/30,400 台中市,LL1 茼蒿  ,22.0,20.0,16.0,18.2,90.0
107/03/31,400 台中市,LL1 茼蒿  ,12.5,9.5,6.8,8.7,735.0
107/04/01,400 台中市,LL1 茼蒿  ,13.0,8.0,6.5,8.8,240.0
107/04/03,400 台中市,LL1 茼蒿  ,18.0,10.3,7.3,10.3,400.0
107/04/04,400 台中市,LL1 茼蒿  ,18.0,5.3,5.0,8.1,190.0
107/04/08,400 台中市,LL1 茼蒿  ,24.5,16.0,10.0,18.6,190.0
107/04/10,400 台中市,LL1 茼蒿  ,10.0,10.0,10.0,10.0,60.0
107/04/12,400 台中市,LL1 茼蒿  ,18.0,16.5,15.0,16.5,60.0
107/04/14,400 台中市,LL1 茼蒿  ,20.0,18.0,18.0,18.4,50.0
107/04/15,400 台中市,LL1 茼蒿  ,17.0,16.0,13.0,15.3,72.0
107/04/17,400 台中市,LL1 茼蒿  ,18.0,18.0,18.0,18.0,30.0
107/04/19,400 台中市,LL1 茼蒿  ,28.0,27.0,26.0,26.9,22.0
107/04/20,400 台中市,LL1 茼蒿  ,27.0,26.0,25.0,26.3,32.0
107/04/21,400 台中市,LL1 茼蒿  ,31.0,31.0,31.0,31.0,7.0
107/10/11,400 台中市,LL1 茼蒿  ,15.0,15.0,15.0,15.0,20.0
107/10/14,400 台中市,LL1 茼蒿  ,20.0,15.5,11.0,14.4,80.0
107/10/17,400 台中市,LL1 茼蒿  ,84.0,61.5,55.0,65.5,41.0
107/10/18,400 台中市,LL1 茼蒿  ,60.0,56.1,43.0,52.8,290.0
107/10/19,400 台中市,LL1 茼蒿  ,54.2,49.7,32.2,42.4,440.0
107/10/20,400 台中市,LL1 茼蒿  ,55.0,48.0,40.0,48.6,310.0
107/10/21,400 台中市,LL1 茼蒿  ,59.0,51.5,26.0,44.3,147.0
107/10/23,400 台中市,LL1 茼蒿  ,64.3,50.4,27.3,43.8,280.0
107/10/24,400 台中市,LL1 茼蒿  ,63.0,45.8,27.5,41.5,250.0
107/10/25,400 台中市,LL1 茼蒿  ,51.2,33.8,13.3,28.9,577.0
107/10/26,400 台中市,LL1 茼蒿  ,52.0,37.4,23.5,32.5,360.0
107/10/27,400 台中市,LL1 茼蒿  ,53.8,29.5,12.4,29.6,598.0
107/10/28,400 台中市,LL1 茼蒿  ,47.3,34.2,18.2,33.4,760.0
107/10/30,400 台中市,LL1 茼蒿  ,49.4,32.6,22.1,34.0,740.0
107/10/31,400 台中市,LL1 茼蒿  ,42.0,28.8,16.7,29.9,491.0
107/11/01,400 台中市,LL1 茼蒿  ,50.7,29.8,14.0,30.3,290.0
107/11/02,400 台中市,LL1 茼蒿  ,62.0,49.5,45.0,49.9,115.0
107/11/03,400 台中市,LL1 茼蒿  ,70.0,38.7,20.5,35.4,410.0
107/11/04,400 台中市,LL1 茼蒿  ,72.7,39.1,22.0,44.9,350.0
107/11/06,400 台中市,LL1 茼蒿  ,58.0,44.7,15.8,37.2,490.0
107/11/07,400 台中市,LL1 茼蒿  ,55.0,39.6,16.0,31.8,297.0
107/11/08,400 台中市,LL1 茼蒿  ,46.7,36.7,22.7,35.3,296.0
107/11/09,400 台中市,LL1 茼蒿  ,64.5,45.2,10.0,42.6,260.0
107/11/10,400 台中市,LL1 茼蒿  ,57.0,48.1,23.7,42.0,450.0
107/11/11,400 台中市,LL1 茼蒿  ,54.0,46.2,27.0,44.4,207.0
107/11/13,400 台中市,LL1 茼蒿  ,65.0,40.0,27.0,39.5,124.0
107/11/14,400 台中市,LL1 茼蒿  ,70.0,58.8,35.0,54.9,150.0
107/11/15,400 台中市,LL1 茼蒿  ,63.7,33.3,10.0,29.6,365.0
107/11/16,400 台中市,LL1 茼蒿  ,68.0,38.2,20.0,40.0,160.0
107/11/17,400 台中市,LL1 茼蒿  ,62.8,51.7,35.0,49.9,410.0
107/11/18,400 台中市,LL1 茼蒿  ,55.3,46.2,33.8,43.9,590.0
107/11/20,400 台中市,LL1 茼蒿  ,50.4,36.0,21.3,35.2,983.0
107/11/21,400 台中市,LL1 茼蒿  ,49.6,36.2,18.0,29.9,629.0
107/11/22,400 台中市,LL1 茼蒿  ,41.8,31.6,22.8,32.1,828.0
107/11/23,400 台中市,LL1 茼蒿  ,31.1,22.5,16.8,22.6,1190.0
107/11/24,400 台中市,LL1 茼蒿  ,42.0,29.6,23.5,30.6,447.0
107/11/25,400 台中市,LL1 茼蒿  ,37.8,32.9,26.0,33.2,560.0
107/11/27,400 台中市,LL1 茼蒿  ,41.0,37.0,28.8,34.5,310.0
107/11/28,400 台中市,LL1 茼蒿  ,46.0,39.1,28.0,37.8,470.0
107/11/29,400 台中市,LL1 茼蒿  ,39.6,31.8,19.8,30.6,900.0
107/11/30,400 台中市,LL1 茼蒿  ,36.1,29.1,16.4,28.0,800.0
107/12/01,400 台中市,LL1 茼蒿  ,37.6,27.7,15.0,25.5,561.0
107/12/02,400 台中市,LL1 茼蒿  ,34.2,28.3,9.8,18.9,980.0
107/12/04,400 台中市,LL1 茼蒿  ,31.3,19.6,6.5,17.5,1349.0
107/12/05,400 台中市,LL1 茼蒿  ,30.8,17.4,7.8,16.3,1222.0
107/12/06,400 台中市,LL1 茼蒿  ,20.3,10.5,5.4,10.7,1758.0
107/12/07,400 台中市,LL1 茼蒿  ,19.5,13.4,6.2,12.7,1387.0
107/12/08,400 台中市,LL1 茼蒿  ,26.5,16.7,7.8,17.3,1948.0
107/12/09,400 台中市,LL1 茼蒿  ,24.9,14.8,6.3,14.7,2739.0
107/12/11,400 台中市,LL1 茼蒿  ,26.3,21.4,12.7,19.7,1251.0
107/12/12,400 台中市,LL1 茼蒿  ,32.0,22.0,12.2,21.1,1710.0
107/12/13,400 台中市,LL1 茼蒿  ,26.1,16.0,9.2,17.1,2670.0
107/12/14,400 台中市,LL1 茼蒿  ,23.8,15.7,9.9,15.9,2114.0
107/12/15,400 台中市,LL1 茼蒿  ,25.4,19.1,12.0,19.3,1384.0
107/12/16,400 台中市,LL1 茼蒿  ,30.9,22.1,13.6,21.2,1867.0
107/12/18,400 台中市,LL1 茼蒿  ,30.8,19.6,10.4,19.6,3574.0
107/12/19,400 台中市,LL1 茼蒿  ,26.3,19.4,12.0,19.5,3176.0
107/12/20,400 台中市,LL1 茼蒿  ,27.2,19.3,10.8,20.0,4739.0
107/12/21,400 台中市,LL1 茼蒿  ,33.7,20.8,12.4,22.3,6802.0
107/12/22,400 台中市,LL1 茼蒿  ,31.0,20.3,11.6,20.6,5036.0
107/12/23,400 台中市,LL1 茼蒿  ,21.1,15.5,11.3,15.9,2110.0
107/12/25,400 台中市,LL1 茼蒿  ,23.6,17.1,9.9,16.7,2028.0
107/12/26,400 台中市,LL1 茼蒿  ,21.2,17.5,12.4,17.1,1400.0
107/12/27,400 台中市,LL1 茼蒿  ,20.3,16.0,9.9,15.6,1600.0
107/12/28,400 台中市,LL1 茼蒿  ,23.2,18.4,9.6,17.2,1876.0
107/12/29,400 台中市,LL1 茼蒿  ,23.2,18.2,9.2,18.1,2355.0
107/12/30,400 台中市,LL1 茼蒿  ,34.1,27.8,21.1,27.5,1321.0
108/01/01,400 台中市,LL1 茼蒿  ,35.9,30.7,15.9,28.9,1131.0
108/01/02,400 台中市,LL1 茼蒿  ,39.7,31.5,16.3,30.8,1253.0
108/01/03,400 台中市,LL1 茼蒿  ,41.2,33.6,20.0,32.7,979.0
108/01/04,400 台中市,LL1 茼蒿  ,39.1,21.0,7.4,22.1,1771.0
108/01/05,400 台中市,LL1 茼蒿  ,34.4,23.2,10.7,22.3,1780.0
108/01/06,400 台中市,LL1 茼蒿  ,30.3,18.8,9.2,19.2,1201.0
108/01/08,400 台中市,LL1 茼蒿  ,31.6,18.0,8.9,17.3,1131.0
108/01/09,400 台中市,LL1 茼蒿  ,25.0,17.8,9.5,18.6,781.0
108/01/10,400 台中市,LL1 茼蒿  ,25.0,17.9,9.5,17.2,518.0
108/01/11,400 台中市,LL1 茼蒿  ,27.0,20.4,14.2,20.1,482.0
108/01/12,400 台中市,LL1 茼蒿  ,29.3,21.0,13.1,20.9,984.0
108/01/13,400 台中市,LL1 茼蒿  ,27.8,14.6,7.6,13.6,1731.0
108/01/15,400 台中市,LL1 茼蒿  ,28.5,21.9,11.2,23.1,367.0
108/01/16,400 台中市,LL1 茼蒿  ,25.4,19.8,12.4,18.9,1131.0
108/01/17,400 台中市,LL1 茼蒿  ,31.0,25.5,14.0,27.8,330.0
108/01/18,400 台中市,LL1 茼蒿  ,29.2,19.5,13.4,20.1,1199.0
108/01/19,400 台中市,LL1 茼蒿  ,35.0,20.6,12.0,21.1,974.0
108/01/20,400 台中市,LL1 茼蒿  ,29.1,16.8,10.4,18.5,1186.0
108/01/22,400 台中市,LL1 茼蒿  ,38.4,33.4,24.0,32.9,686.0
108/01/23,400 台中市,LL1 茼蒿  ,40.0,30.9,23.2,31.6,606.0
108/01/24,400 台中市,LL1 茼蒿  ,39.3,30.5,21.3,31.8,789.0
108/01/25,400 台中市,LL1 茼蒿  ,35.0,30.6,20.0,28.4,1075.0
108/01/26,400 台中市,LL1 茼蒿  ,35.8,26.1,18.0,26.8,1056.0
108/01/27,400 台中市,LL1 茼蒿  ,44.8,32.2,22.7,31.9,1002.0
108/01/29,400 台中市,LL1 茼蒿  ,36.4,31.8,23.4,31.2,760.0
108/01/30,400 台中市,LL1 茼蒿  ,36.2,29.4,20.8,29.9,709.0
108/01/31,400 台中市,LL1 茼蒿  ,39.3,32.3,25.2,31.1,852.0
108/02/01,400 台中市,LL1 茼蒿  ,38.8,27.7,14.0,27.7,1258.0
108/02/02,400 台中市,LL1 茼蒿  ,49.7,40.6,25.0,38.1,492.0
108/02/03,400 台中市,LL1 茼蒿  ,50.7,45.3,24.7,41.0,315.0
108/02/04,400 台中市,LL1 茼蒿  ,67.5,46.3,33.5,54.3,132.0
108/02/10,400 台中市,LL1 茼蒿  ,43.2,27.8,18.4,29.7,818.0
108/02/11,400 台中市,LL1 茼蒿  ,39.8,28.6,18.8,30.5,524.0
108/02/12,400 台中市,LL1 茼蒿  ,40.0,26.6,13.0,25.7,354.0
108/02/14,400 台中市,LL1 茼蒿  ,35.8,26.5,11.8,25.6,1109.0
108/02/15,400 台中市,LL1 茼蒿  ,32.4,23.0,12.4,21.2,1110.0
108/02/16,400 台中市,LL1 茼蒿  ,27.4,17.3,10.3,18.3,1240.0
108/02/17,400 台中市,LL1 茼蒿  ,24.3,18.0,10.7,18.0,1283.0
108/02/18,400 台中市,LL1 茼蒿  ,21.7,18.1,14.5,18.1,992.0
108/02/19,400 台中市,LL1 茼蒿  ,32.0,21.9,13.6,21.2,1405.0
108/02/22,400 台中市,LL1 茼蒿  ,25.7,15.5,10.0,15.8,1760.0
108/02/23,400 台中市,LL1 茼蒿  ,19.4,11.9,5.7,11.4,1770.0
108/02/24,400 台中市,LL1 茼蒿  ,21.5,12.4,5.7,12.3,1196.0
108/02/26,400 台中市,LL1 茼蒿  ,25.4,14.8,7.4,14.5,857.0
108/02/27,400 台中市,LL1 茼蒿  ,24.8,12.7,5.2,10.7,600.0
108/02/28,400 台中市,LL1 茼蒿  ,27.0,20.6,11.0,20.4,222.0
